ward,precinct,office,district,party,candidate,votes
4,63,ANC - 4B01 SINGLE MEMBER DISTRICT 01-ANC 4B,,NON,WRITE-IN,36
4,63,ANC - 4B01 SINGLE MEMBER DISTRICT 01-ANC 4B,,,OVER VOTES,0
4,63,ANC - 4B01 SINGLE MEMBER DISTRICT 01-ANC 4B,,,UNDER VOTES,219
4,63,ANC - 4B02 SINGLE MEMBER DISTRICT 02-ANC 4B,,NON,NO CANDIDATE FILED,0
4,63,ANC - 4B02 SINGLE MEMBER DISTRICT 02-ANC 4B,,NON,WRITE-IN,423
4,63,ANC - 4B02 SINGLE MEMBER DISTRICT 02-ANC 4B,,,OVER VOTES,0
4,63,ANC - 4B02 SINGLE MEMBER DISTRICT 02-ANC 4B,,,UNDER VOTES,735
4,63,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,NON,James D. Gaston III,192
4,63,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,NON,Judi Jones,262
4,63,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,NON,WRITE-IN,20
4,63,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,,OVER VOTES,1
4,63,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,,UNDER VOTES,108
4,64,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,13
4,64,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,34
4,64,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,37
4,64,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,1793
4,64,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,24
4,64,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,1
4,64,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,4
4,64,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,77
4,64,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,1727
4,64,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,47
4,64,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,11
4,64,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,0
4,64,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,44
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,68
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,215
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,209
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,67
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,659
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,1583
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,25
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,0
4,64,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,976
4,64,WARD FOUR MEMBER OF THE COUNCIL,,DEM,Brandon Todd,1674
4,64,WARD FOUR MEMBER OF THE COUNCIL,,NON,WRITE-IN,87
4,64,WARD FOUR MEMBER OF THE COUNCIL,,,OVER VOTES,1
4,64,WARD FOUR MEMBER OF THE COUNCIL,,,UNDER VOTES,139
4,64,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,439
4,64,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,442
4,64,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,664
4,64,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,33
4,64,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,1
4,64,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,322
4,64,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,NON,Lannette Woodruff,1533
4,64,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,NON,WRITE-IN,38
4,64,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,,OVER VOTES,1
4,64,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,,UNDER VOTES,329
4,64,ANC - 4B06 SINGLE MEMBER DISTRICT 06-ANC 4B,,NON,Natalee S. Snider,501
4,64,ANC - 4B06 SINGLE MEMBER DISTRICT 06-ANC 4B,,NON,Ron Austin,222
4,64,ANC - 4B06 SINGLE MEMBER DISTRICT 06-ANC 4B,,NON,WRITE-IN,6
4,64,ANC - 4B06 SINGLE MEMBER DISTRICT 06-ANC 4B,,,OVER VOTES,1
4,64,ANC - 4B06 SINGLE MEMBER DISTRICT 06-ANC 4B,,,UNDER VOTES,65
4,64,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,NON,James D. Gaston III,415
4,64,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,NON,Judi Jones,434
4,64,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,NON,WRITE-IN,18
4,64,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,,OVER VOTES,0
4,64,ANC - 4B07 SINGLE MEMBER DISTRICT 07-ANC 4B,,,UNDER VOTES,92
4,64,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,NON,Barbara Rogers,122
4,64,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,NON,WRITE-IN,4
4,64,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,,OVER VOTES,0
4,64,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,,UNDER VOTES,21
4,65,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,18
4,65,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,30
4,65,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,40
4,65,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,2046
4,65,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,24
4,65,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,3
4,65,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,5
4,65,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,67
4,65,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,1968
4,65,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,55
4,65,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,11
4,65,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,3
4,65,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,62
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,54
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,222
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,207
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,78
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,627
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,1761
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,14
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,2
4,65,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,1365
4,65,WARD FOUR MEMBER OF THE COUNCIL,,DEM,Brandon Todd,1918
4,65,WARD FOUR MEMBER OF THE COUNCIL,,NON,WRITE-IN,61
4,65,WARD FOUR MEMBER OF THE COUNCIL,,,OVER VOTES,2
4,65,WARD FOUR MEMBER OF THE COUNCIL,,,UNDER VOTES,184
4,65,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,487
4,65,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,523
4,65,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,758
4,65,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,22
4,65,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,3
4,65,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,372
4,65,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,NON,Lannette Woodruff,1725
4,65,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,NON,WRITE-IN,30
4,65,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,,OVER VOTES,1
4,65,WARD FOUR MEMBER STATE BOARD OF EDUCATION,,,UNDER VOTES,409
4,65,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,NON,Barbara Rogers,665
4,65,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,NON,WRITE-IN,40
4,65,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,,OVER VOTES,0
4,65,ANC - 4B08 SINGLE MEMBER DISTRICT 08-ANC 4B,,,UNDER VOTES,119
4,65,ANC - 4B09 SINGLE MEMBER DISTRICT 09-ANC 4B,,NON,La Roya A. Huff,469
4,65,ANC - 4B09 SINGLE MEMBER DISTRICT 09-ANC 4B,,NON,Tischa M. Cockrell,729
4,65,ANC - 4B09 SINGLE MEMBER DISTRICT 09-ANC 4B,,NON,WRITE-IN,7
4,65,ANC - 4B09 SINGLE MEMBER DISTRICT 09-ANC 4B,,,OVER VOTES,3
4,65,ANC - 4B09 SINGLE MEMBER DISTRICT 09-ANC 4B,,,UNDER VOTES,133
5,66,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,34
5,66,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,57
5,66,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,64
5,66,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,3319
5,66,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,37
5,66,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,2
5,66,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,13
5,66,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,92
5,66,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,3265
5,66,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,82
5,66,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,9
5,66,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,2
5,66,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,76
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,103
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,333
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,348
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,116
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,1122
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,2991
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,34
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,0
5,66,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,2003
5,66,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,770
5,66,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,848
5,66,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,1281
5,66,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,41
5,66,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,0
5,66,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,585
5,66,ANC - 5A01 SINGLE MEMBER DISTRICT 01-ANC 5A,,NON,Frank Wilds,1099
5,66,ANC - 5A01 SINGLE MEMBER DISTRICT 01-ANC 5A,,NON,WRITE-IN,42
5,66,ANC - 5A01 SINGLE MEMBER DISTRICT 01-ANC 5A,,,OVER VOTES,0
5,66,ANC - 5A01 SINGLE MEMBER DISTRICT 01-ANC 5A,,,UNDER VOTES,191
5,66,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,Grace J. Lewis,274
5,66,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,Charles T Lockett,198
5,66,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,Ben Mossberg,129
5,66,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,WRITE-IN,10
5,66,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,,OVER VOTES,0
5,66,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,,UNDER VOTES,59
5,66,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,Lionell K. Gaines,105
5,66,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,Will Gee,46
5,66,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,Keisha S. Cofield-Lynch,160
5,66,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,WRITE-IN,10
5,66,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,,OVER VOTES,0
5,66,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,,UNDER VOTES,75
5,66,ANC - 5A08 SINGLE MEMBER DISTRICT 08-ANC 5A,,NON,Angel Sherri Alston,496
5,66,ANC - 5A08 SINGLE MEMBER DISTRICT 08-ANC 5A,,NON,Gordon-Andrew Fletcher,538
5,66,ANC - 5A08 SINGLE MEMBER DISTRICT 08-ANC 5A,,NON,WRITE-IN,10
5,66,ANC - 5A08 SINGLE MEMBER DISTRICT 08-ANC 5A,,,OVER VOTES,0
5,66,ANC - 5A08 SINGLE MEMBER DISTRICT 08-ANC 5A,,,UNDER VOTES,83
5,67,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,19
5,67,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,30
5,67,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,71
5,67,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,2150
5,67,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,26
5,67,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,5
5,67,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,11
5,67,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,78
5,67,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,2094
5,67,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,57
5,67,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,22
5,67,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,1
5,67,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,60
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,60
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,286
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,231
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,109
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,954
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,1936
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,37
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,2
5,67,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,1003
5,67,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,596
5,67,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,544
5,67,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,719
5,67,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,43
5,67,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,1
5,67,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,406
5,67,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,Grace J. Lewis,330
5,67,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,Charles T Lockett,105
5,67,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,Ben Mossberg,64
5,67,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,NON,WRITE-IN,7
5,67,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,,OVER VOTES,1
5,67,ANC - 5A02 SINGLE MEMBER DISTRICT 02-ANC 5A,,,UNDER VOTES,45
5,67,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,Lionell K. Gaines,251
5,67,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,Will Gee,99
5,67,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,Keisha S. Cofield-Lynch,354
5,67,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,NON,WRITE-IN,14
5,67,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,,OVER VOTES,1
5,67,ANC - 5A03 SINGLE MEMBER DISTRICT 03-ANC 5A,,,UNDER VOTES,156
5,67,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,NON,Gayle Hall Carley,408
5,67,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,NON,WRITE-IN,12
5,67,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,,OVER VOTES,0
5,67,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,,UNDER VOTES,56
5,67,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,NON,Ursula Higgins,69
5,67,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,NON,WRITE-IN,4
5,67,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,,OVER VOTES,0
5,67,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,,UNDER VOTES,20
5,67,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,NON,John J. Feeley Jr.,263
5,67,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,NON,WRITE-IN,6
5,67,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,,OVER VOTES,0
5,67,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,,UNDER VOTES,44
5,68,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,32
5,68,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,34
5,68,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,82
5,68,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,1484
5,68,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,50
5,68,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,0
5,68,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,8
5,68,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,113
5,68,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,1428
5,68,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,87
5,68,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,18
5,68,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,0
5,68,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,44
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,76
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,154
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,217
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,157
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,750
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,1269
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,21
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,0
5,68,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,726
5,68,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,514
5,68,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,286
5,68,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,503
5,68,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,38
5,68,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,0
5,68,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,344
5,68,ANC - 5A04 SINGLE MEMBER DISTRICT 04-ANC 5A,,NON,NO CANDIDATE FILED,0
5,68,ANC - 5A04 SINGLE MEMBER DISTRICT 04-ANC 5A,,NON,WRITE-IN,18
5,68,ANC - 5A04 SINGLE MEMBER DISTRICT 04-ANC 5A,,,OVER VOTES,0
5,68,ANC - 5A04 SINGLE MEMBER DISTRICT 04-ANC 5A,,,UNDER VOTES,37
5,68,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,NON,Gayle Hall Carley,21
5,68,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,NON,WRITE-IN,0
5,68,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,,OVER VOTES,0
5,68,ANC - 5B01 SINGLE MEMBER DISTRICT 01-ANC 5B,,,UNDER VOTES,1
5,68,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,NON,Ursula Higgins,533
5,68,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,NON,WRITE-IN,37
5,68,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,,OVER VOTES,0
5,68,ANC - 5B02 SINGLE MEMBER DISTRICT 02-ANC 5B,,,UNDER VOTES,139
5,68,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,NON,John J. Feeley Jr.,738
5,68,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,NON,WRITE-IN,27
5,68,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,,OVER VOTES,0
5,68,ANC - 5B05 SINGLE MEMBER DISTRICT 05-ANC 5B,,,UNDER VOTES,134
5,69,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,8
5,69,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,25
5,69,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,42
5,69,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,1558
5,69,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,17
5,69,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,0
5,69,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,7
5,69,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,59
5,69,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,1507
5,69,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,40
5,69,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,10
5,69,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,1
5,69,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,40
