county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,26-04,State Senator,11,D,"TANIGUCHI, Brian T.",121,2,0,123
City & County of Honolulu,26-04,State Senator,11,L,"KENT, Joe",9,0,0,9
City & County of Honolulu,26-04,State Senator,11,R,"AMSTERDAM, C. Kaui Jochanan",58,1,0,59
City & County of Honolulu,26-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",4,1,0,5
City & County of Honolulu,26-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",7,1,0,8
City & County of Honolulu,26-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",51,6,0,57
City & County of Honolulu,26-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",116,4,0,120
City & County of Honolulu,26-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",3,0,0,3
City & County of Honolulu,26-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
City & County of Honolulu,26-05,U.S. Senator,,C,"ALLISON, Joy J.",4,0,0,4
City & County of Honolulu,26-05,U.S. Senator,,D,"SCHATZ, Brian",124,7,0,131
City & County of Honolulu,26-05,U.S. Senator,,L,"KOKOSKI, Michael A.",5,1,0,6
City & County of Honolulu,26-05,U.S. Senator,,R,"CARROLL, John",41,4,0,45
City & County of Honolulu,26-05,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",123,6,0,129
City & County of Honolulu,26-05,U.S. Representative,1,L,"YIM, Alan J.K.",8,1,0,9
City & County of Honolulu,26-05,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",2,1,0,3
City & County of Honolulu,26-05,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",41,4,0,45
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,D,"CROSS, Peter",3,0,0,3
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",105,4,0,109
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,D,"KIM, Howard",3,0,0,3
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",11,1,0,12
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",2,1,0,3
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",2,0,0,2
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",34,4,0,38
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",6,1,0,7
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",0,0,0,0
City & County of Honolulu,26-05,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",1,0,0,1
City & County of Honolulu,26-05,State Senator,11,D,"TANIGUCHI, Brian T.",120,4,0,124
City & County of Honolulu,26-05,State Senator,11,L,"KENT, Joe",5,1,0,6
City & County of Honolulu,26-05,State Senator,11,R,"AMSTERDAM, C. Kaui Jochanan",36,5,0,41
City & County of Honolulu,26-06,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",19,5,14,38
City & County of Honolulu,26-06,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",25,12,27,64
City & County of Honolulu,26-06,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",263,92,186,541
City & County of Honolulu,26-06,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",783,214,317,1314
City & County of Honolulu,26-06,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",10,2,4,16
City & County of Honolulu,26-06,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,3,5
City & County of Honolulu,26-06,U.S. Senator,,C,"ALLISON, Joy J.",15,6,16,37
City & County of Honolulu,26-06,U.S. Senator,,D,"SCHATZ, Brian",817,216,348,1381
City & County of Honolulu,26-06,U.S. Senator,,L,"KOKOSKI, Michael A.",14,13,15,42
City & County of Honolulu,26-06,U.S. Senator,,R,"CARROLL, John",208,73,147,428
City & County of Honolulu,26-06,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",782,200,350,1332
City & County of Honolulu,26-06,U.S. Representative,1,L,"YIM, Alan J.K.",36,16,26,78
City & County of Honolulu,26-06,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",18,12,18,48
City & County of Honolulu,26-06,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",211,84,136,431
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,D,"CROSS, Peter",19,6,17,42
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",672,168,282,1122
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,D,"KIM, Howard",39,9,25,73
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",30,13,16,59
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",13,7,8,28
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",5,4,2,11
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",206,75,136,417
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",28,14,20,62
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",9,6,4,19
City & County of Honolulu,26-06,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",1,1,1,3
City & County of Honolulu,26-07,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",11,7,14,32
City & County of Honolulu,26-07,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",25,3,19,47
City & County of Honolulu,26-07,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",178,90,139,407
City & County of Honolulu,26-07,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",431,163,239,833
City & County of Honolulu,26-07,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",4,1,3,8
City & County of Honolulu,26-07,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,3,3
City & County of Honolulu,26-07,U.S. Senator,,C,"ALLISON, Joy J.",12,11,7,30
City & County of Honolulu,26-07,U.S. Senator,,D,"SCHATZ, Brian",475,171,249,895
City & County of Honolulu,26-07,U.S. Senator,,L,"KOKOSKI, Michael A.",10,7,13,30
City & County of Honolulu,26-07,U.S. Senator,,R,"CARROLL, John",129,67,121,317
City & County of Honolulu,26-07,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",446,174,239,859
City & County of Honolulu,26-07,U.S. Representative,1,L,"YIM, Alan J.K.",24,9,24,57
City & County of Honolulu,26-07,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",14,10,11,35
City & County of Honolulu,26-07,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",129,64,118,311
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,D,"CROSS, Peter",14,6,10,30
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",393,150,202,745
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,D,"KIM, Howard",15,6,8,29
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",17,9,18,44
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",10,5,7,22
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",2,1,4,7
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",130,61,108,299
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",14,9,17,40
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",6,6,4,16
City & County of Honolulu,26-07,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",1,1,1,3
City & County of Honolulu,26-07,State Senator,13,D,"RHOADS, Karl",434,165,238,837
City & County of Honolulu,26-07,State Senator,13,L,"OZOLS, Harry",19,20,28,67
City & County of Honolulu,26-07,State Senator,13,R,"TAM, Rod",128,60,112,300
City & County of Honolulu,27-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",4,2,3,9
City & County of Honolulu,27-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",3,0,1,4
City & County of Honolulu,27-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",29,12,22,63
City & County of Honolulu,27-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",100,13,39,152
City & County of Honolulu,27-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",1,0,1,2
City & County of Honolulu,27-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,1,0,2
City & County of Honolulu,27-01,U.S. Senator,,C,"ALLISON, Joy J.",2,0,1,3
City & County of Honolulu,27-01,U.S. Senator,,D,"SCHATZ, Brian",114,17,47,178
City & County of Honolulu,27-01,U.S. Senator,,L,"KOKOSKI, Michael A.",0,0,5,5
City & County of Honolulu,27-01,U.S. Senator,,R,"CARROLL, John",19,9,12,40
City & County of Honolulu,27-01,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",111,16,49,176
City & County of Honolulu,27-01,U.S. Representative,1,L,"YIM, Alan J.K.",5,2,3,10
City & County of Honolulu,27-01,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",0,1,2,3
City & County of Honolulu,27-01,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",22,8,12,42
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,D,"CROSS, Peter",1,1,1,3
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",104,12,46,162
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,D,"KIM, Howard",2,1,3,6
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",5,1,3,9
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",0,0,0,0
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",0,0,0,0
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",23,6,10,39
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",4,4,3,11
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",0,0,1,1
City & County of Honolulu,27-01,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,0,0,0
City & County of Honolulu,27-01,State Senator,13,D,"RHOADS, Karl",103,16,48,167
City & County of Honolulu,27-01,State Senator,13,L,"OZOLS, Harry",2,0,1,3
City & County of Honolulu,27-01,State Senator,13,R,"TAM, Rod",26,7,17,50
City & County of Honolulu,27-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",15,0,15,30
City & County of Honolulu,27-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",26,8,27,61
City & County of Honolulu,27-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",263,45,244,552
City & County of Honolulu,27-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",599,94,516,1209
City & County of Honolulu,27-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,2,5,14
City & County of Honolulu,27-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",4,0,6,10
City & County of Honolulu,27-02,U.S. Senator,,C,"ALLISON, Joy J.",16,4,23,43
City & County of Honolulu,27-02,U.S. Senator,,D,"SCHATZ, Brian",665,101,572,1338
City & County of Honolulu,27-02,U.S. Senator,,L,"KOKOSKI, Michael A.",15,0,13,28
City & County of Honolulu,27-02,U.S. Senator,,R,"CARROLL, John",187,37,154,378
City & County of Honolulu,27-02,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",650,96,587,1333
City & County of Honolulu,27-02,U.S. Representative,1,L,"YIM, Alan J.K.",39,7,24,70
City & County of Honolulu,27-02,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",21,6,20,47
City & County of Honolulu,27-02,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",181,32,138,351
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,D,"CROSS, Peter",23,3,23,49
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",570,83,493,1146
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,D,"KIM, Howard",35,4,29,68
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",28,5,20,53
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",14,1,10,25
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",3,1,6,10
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",175,31,134,340
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",19,10,33,62
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",7,0,6,13
City & County of Honolulu,27-02,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,1,2,5
City & County of Honolulu,27-02,State Senator,13,D,"RHOADS, Karl",610,89,469,1168
City & County of Honolulu,27-02,State Senator,13,L,"OZOLS, Harry",28,5,36,69
City & County of Honolulu,27-02,State Senator,13,R,"TAM, Rod",236,44,247,527
City & County of Honolulu,27-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",39,2,52,93
City & County of Honolulu,27-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",80,9,58,147
City & County of Honolulu,27-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",549,91,497,1137
City & County of Honolulu,27-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",1559,277,1088,2924
City & County of Honolulu,27-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",14,3,16,33
City & County of Honolulu,27-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",5,1,12,18
City & County of Honolulu,27-03,U.S. Senator,,C,"ALLISON, Joy J.",23,2,33,58
City & County of Honolulu,27-03,U.S. Senator,,D,"SCHATZ, Brian",1776,301,1253,3330
City & County of Honolulu,27-03,U.S. Senator,,L,"KOKOSKI, Michael A.",24,2,37,63
City & County of Honolulu,27-03,U.S. Senator,,R,"CARROLL, John",372,65,332,769
City & County of Honolulu,27-03,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",1725,290,1168,3183
City & County of Honolulu,27-03,U.S. Representative,1,L,"YIM, Alan J.K.",76,14,86,176
City & County of Honolulu,27-03,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",31,3,36,70
City & County of Honolulu,27-03,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",355,63,358,776
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,D,"CROSS, Peter",20,3,32,55
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",1597,260,1074,2931
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,D,"KIM, Howard",36,12,25,73
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",62,12,68,142
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",21,3,27,51
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",10,2,8,20
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",327,60,324,711
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",47,11,46,104
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",13,0,13,26
City & County of Honolulu,27-03,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,1,1,4
City & County of Honolulu,27-03,State Senator,13,D,"RHOADS, Karl",1666,269,1131,3066
City & County of Honolulu,27-03,State Senator,13,L,"OZOLS, Harry",73,13,51,137
City & County of Honolulu,27-03,State Senator,13,R,"TAM, Rod",416,81,481,978
City & County of Honolulu,27-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",7,1,23,31
City & County of Honolulu,27-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",25,3,29,57
City & County of Honolulu,27-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",196,47,230,473
City & County of Honolulu,27-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",503,130,419,1052
City & County of Honolulu,27-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",4,1,6,11
City & County of Honolulu,27-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,1,2
City & County of Honolulu,27-04,U.S. Senator,,C,"ALLISON, Joy J.",9,3,9,21
City & County of Honolulu,27-04,U.S. Senator,,D,"SCHATZ, Brian",567,138,520,1225
City & County of Honolulu,27-04,U.S. Senator,,L,"KOKOSKI, Michael A.",11,1,10,22
City & County of Honolulu,27-04,U.S. Senator,,R,"CARROLL, John",127,33,158,318
City & County of Honolulu,27-04,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",547,134,520,1201
City & County of Honolulu,27-04,U.S. Representative,1,L,"YIM, Alan J.K.",28,6,27,61
City & County of Honolulu,27-04,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",7,2,16,25
City & County of Honolulu,27-04,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",129,33,132,294
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,D,"CROSS, Peter",5,3,8,16
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",504,116,452,1072
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,D,"KIM, Howard",9,1,21,31
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",28,6,27,61
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",4,1,8,13
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",3,1,4,8
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",120,31,128,279
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",8,6,21,35
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",6,2,6,14
City & County of Honolulu,27-04,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,0,0,0
City & County of Honolulu,27-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",5,0,0,5
City & County of Honolulu,27-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",4,0,0,4
City & County of Honolulu,27-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",27,0,0,27
City & County of Honolulu,27-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",111,4,0,115
City & County of Honolulu,27-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",1,0,0,1
City & County of Honolulu,27-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
City & County of Honolulu,27-05,U.S. Senator,,C,"ALLISON, Joy J.",1,0,0,1
City & County of Honolulu,27-05,U.S. Senator,,D,"SCHATZ, Brian",123,3,0,126
City & County of Honolulu,27-05,U.S. Senator,,L,"KOKOSKI, Michael A.",0,0,0,0
City & County of Honolulu,27-05,U.S. Senator,,R,"CARROLL, John",20,1,0,21
City & County of Honolulu,27-05,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",122,2,0,124
City & County of Honolulu,27-05,U.S. Representative,1,L,"YIM, Alan J.K.",4,0,0,4
City & County of Honolulu,27-05,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",1,0,0,1
City & County of Honolulu,27-05,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",20,1,0,21
City & County of Honolulu,27-05,U.S. Representative,1 Unexpired,D,"CROSS, Peter",1,0,0,1
City & County of Honolulu,27-05,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",112,2,0,114
City & County of Honolulu,27-05,U.S. Representative,1 Unexpired,D,"KIM, Howard",4,1,0,5
City & County of Honolulu,27-05,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",5,0,0,5
